type	clan	gene1	gene2	ID	redip.class
ss4r	OG5v0012117.23	ENSSSAG00000109405	ENSSSAG00000007091	ENSSSAG00000007091_Ssal_ENSSSAG00000109405_Ssal	AORe
ss4r	OG5v0012120.28	ENSSSAG00000085685	ENSSSAG00000084875	ENSSSAG00000084875_Ssal_ENSSSAG00000085685_Ssal	NA
ss4r	OG5v0012154.23	ENSSSAG00000009481	ENSSSAG00000116945	ENSSSAG00000009481_Ssal_ENSSSAG00000116945_Ssal	LORe
ss4r	OG5v0012156.24	ENSSSAG00000073949	ENSSSAG00000067612	ENSSSAG00000067612_Ssal_ENSSSAG00000073949_Ssal	AORe
ss4r	OG5v0012162.23	ENSSSAG00000059158	ENSSSAG00000064135	ENSSSAG00000059158_Ssal_ENSSSAG00000064135_Ssal	NA
ss4r	OG5v0012164.24	ENSSSAG00000074510	ENSSSAG00000115693	ENSSSAG00000074510_Ssal_ENSSSAG00000115693_Ssal	AORe
ss4r	OG5v0012165.21	ENSSSAG00000046454	ENSSSAG00000053891	ENSSSAG00000046454_Ssal_ENSSSAG00000053891_Ssal	AORe
ss4r	OG5v0012172.23	ENSSSAG00000106578	ENSSSAG00000097270	ENSSSAG00000097270_Ssal_ENSSSAG00000106578_Ssal	AORe
ss4r	OG5v0012173.21	ENSSSAG00000111814	ENSSSAG00000002181	ENSSSAG00000002181_Ssal_ENSSSAG00000111814_Ssal	LORe
ss4r	OG5v0012179.22	ENSSSAG00000071602	ENSSSAG00000042568	ENSSSAG00000042568_Ssal_ENSSSAG00000071602_Ssal	AORe
ss4r	OG5v0012182.22	ENSSSAG00000078149	ENSSSAG00000071826	ENSSSAG00000071826_Ssal_ENSSSAG00000078149_Ssal	AORe
ss4r	OG5v0012185.22	ENSSSAG00000003490	ENSSSAG00000074749	ENSSSAG00000003490_Ssal_ENSSSAG00000074749_Ssal	LORe
ss4r	OG5v0012190.22	ENSSSAG00000000905	ENSSSAG00000015438	ENSSSAG00000000905_Ssal_ENSSSAG00000015438_Ssal	NA
ss4r	OG5v0012196.23	ENSSSAG00000052324	ENSSSAG00000087134	ENSSSAG00000052324_Ssal_ENSSSAG00000087134_Ssal	LORe
ss4r	OG5v0012199.24	ENSSSAG00000054330	ENSSSAG00000080958	ENSSSAG00000054330_Ssal_ENSSSAG00000080958_Ssal	AORe
ss4r	OG5v0012200.22	ENSSSAG00000040944	ENSSSAG00000049223	ENSSSAG00000040944_Ssal_ENSSSAG00000049223_Ssal	AORe
ss4r	OG5v0012202.22	ENSSSAG00000075724	ENSSSAG00000059417	ENSSSAG00000059417_Ssal_ENSSSAG00000075724_Ssal	AORe
ss4r	OG5v0012203.22	ENSSSAG00000081411	ENSSSAG00000071776	ENSSSAG00000071776_Ssal_ENSSSAG00000081411_Ssal	AORe
ss4r	OG5v0012206.32	ENSSSAG00000092488	ENSSSAG00000102000	ENSSSAG00000092488_Ssal_ENSSSAG00000102000_Ssal	NA
ss4r	OG5v0012207.20	ENSSSAG00000063912	ENSSSAG00000068594	ENSSSAG00000063912_Ssal_ENSSSAG00000068594_Ssal	AORe
ss4r	OG5v0012212.24	ENSSSAG00000047516	ENSSSAG00000047293	ENSSSAG00000047293_Ssal_ENSSSAG00000047516_Ssal	AORe
ss4r	OG5v0012213.24	ENSSSAG00000041039	ENSSSAG00000042972	ENSSSAG00000041039_Ssal_ENSSSAG00000042972_Ssal	NA
ss4r	OG5v0012214.25	ENSSSAG00000084680	ENSSSAG00000107210	ENSSSAG00000084680_Ssal_ENSSSAG00000107210_Ssal	LORe
ss4r	OG5v0012215.20	ENSSSAG00000010006	ENSSSAG00000037228	ENSSSAG00000010006_Ssal_ENSSSAG00000037228_Ssal	AORe
ss4r	OG5v0012216.22	ENSSSAG00000001047	ENSSSAG00000008706	ENSSSAG00000001047_Ssal_ENSSSAG00000008706_Ssal	AORe
ss4r	OG5v0012217.24	ENSSSAG00000066932	ENSSSAG00000064826	ENSSSAG00000064826_Ssal_ENSSSAG00000066932_Ssal	AORe
ss4r	OG5v0012218.25	ENSSSAG00000076308	ENSSSAG00000076599	ENSSSAG00000076308_Ssal_ENSSSAG00000076599_Ssal	AORe
ss4r	OG5v0012219.21	ENSSSAG00000075463	ENSSSAG00000069964	ENSSSAG00000069964_Ssal_ENSSSAG00000075463_Ssal	AORe
ss4r	OG5v0012223.24	ENSSSAG00000075157	ENSSSAG00000072201	ENSSSAG00000072201_Ssal_ENSSSAG00000075157_Ssal	NA
ss4r	OG5v0012224.24	ENSSSAG00000006930	ENSSSAG00000072527	ENSSSAG00000006930_Ssal_ENSSSAG00000072527_Ssal	NA
ss4r	OG5v0012225.22	ENSSSAG00000002063	ENSSSAG00000007857	ENSSSAG00000002063_Ssal_ENSSSAG00000007857_Ssal	LORe
ss4r	OG5v0012228.22	ENSSSAG00000057405	ENSSSAG00000108488	ENSSSAG00000057405_Ssal_ENSSSAG00000108488_Ssal	NA
ss4r	OG5v0012234.22	ENSSSAG00000079761	ENSSSAG00000043408	ENSSSAG00000043408_Ssal_ENSSSAG00000079761_Ssal	LORe
ss4r	OG5v0012235.22	ENSSSAG00000080044	ENSSSAG00000052485	ENSSSAG00000052485_Ssal_ENSSSAG00000080044_Ssal	NA
ss4r	OG5v0012236.23	ENSSSAG00000082232	ENSSSAG00000079303	ENSSSAG00000079303_Ssal_ENSSSAG00000082232_Ssal	AORe
ss4r	OG5v0012238.24	ENSSSAG00000000695	ENSSSAG00000003483	ENSSSAG00000000695_Ssal_ENSSSAG00000003483_Ssal	NA
ss4r	OG5v0012242.24	ENSSSAG00000066853	ENSSSAG00000074881	ENSSSAG00000066853_Ssal_ENSSSAG00000074881_Ssal	AORe
ss4r	OG5v0012245.24	ENSSSAG00000053979	ENSSSAG00000074975	ENSSSAG00000053979_Ssal_ENSSSAG00000074975_Ssal	LORe
ss4r	OG5v0012246.24	ENSSSAG00000105169	ENSSSAG00000009610	ENSSSAG00000009610_Ssal_ENSSSAG00000105169_Ssal	NA
ss4r	OG5v0012248.22	ENSSSAG00000080204	ENSSSAG00000079617	ENSSSAG00000079617_Ssal_ENSSSAG00000080204_Ssal	AORe
ss4r	OG5v0012249.24	ENSSSAG00000103995	ENSSSAG00000062885	ENSSSAG00000062885_Ssal_ENSSSAG00000103995_Ssal	AORe
ss4r	OG5v0012251.24	ENSSSAG00000114258	ENSSSAG00000090548	ENSSSAG00000090548_Ssal_ENSSSAG00000114258_Ssal	AORe
ss4r	OG5v0012253.21	ENSSSAG00000077973	ENSSSAG00000002096	ENSSSAG00000002096_Ssal_ENSSSAG00000077973_Ssal	AORe
ss4r	OG5v0012255.23	ENSSSAG00000057357	ENSSSAG00000001096	ENSSSAG00000001096_Ssal_ENSSSAG00000057357_Ssal	AORe
ss4r	OG5v0012257.24	ENSSSAG00000008395	ENSSSAG00000060444	ENSSSAG00000008395_Ssal_ENSSSAG00000060444_Ssal	AORe
ss4r	OG5v0012258.24	ENSSSAG00000077054	ENSSSAG00000066165	ENSSSAG00000066165_Ssal_ENSSSAG00000077054_Ssal	AORe
ss4r	OG5v0012259.23	ENSSSAG00000003783	ENSSSAG00000084403	ENSSSAG00000003783_Ssal_ENSSSAG00000084403_Ssal	NA
ss4r	OG5v0012261.21	ENSSSAG00000006289	ENSSSAG00000075268	ENSSSAG00000006289_Ssal_ENSSSAG00000075268_Ssal	AORe
ss4r	OG5v0012262.22	ENSSSAG00000008248	ENSSSAG00000008877	ENSSSAG00000008248_Ssal_ENSSSAG00000008877_Ssal	NA
ss4r	OG5v0012263.21	ENSSSAG00000114326	ENSSSAG00000004035	ENSSSAG00000004035_Ssal_ENSSSAG00000114326_Ssal	NA
ss4r	OG5v0012265.20	ENSSSAG00000050874	ENSSSAG00000116807	ENSSSAG00000050874_Ssal_ENSSSAG00000116807_Ssal	LORe
ss4r	OG5v0012267.22	ENSSSAG00000081877	ENSSSAG00000004084	ENSSSAG00000004084_Ssal_ENSSSAG00000081877_Ssal	LORe
ss4r	OG5v0012269.20	ENSSSAG00000069686	ENSSSAG00000041719	ENSSSAG00000041719_Ssal_ENSSSAG00000069686_Ssal	AORe
ss4r	OG5v0012271.24	ENSSSAG00000069678	ENSSSAG00000086796	ENSSSAG00000069678_Ssal_ENSSSAG00000086796_Ssal	AORe
ss4r	OG5v0012274.28	ENSSSAG00000047319	ENSSSAG00000108685	ENSSSAG00000047319_Ssal_ENSSSAG00000108685_Ssal	LORe
ss4r	OG5v0012276.22	ENSSSAG00000009849	ENSSSAG00000010183	ENSSSAG00000009849_Ssal_ENSSSAG00000010183_Ssal	LORe
ss4r	OG5v0012277.22	ENSSSAG00000070030	ENSSSAG00000051633	ENSSSAG00000051633_Ssal_ENSSSAG00000070030_Ssal	AORe
ss4r	OG5v0012279.21	ENSSSAG00000015756	ENSSSAG00000086280	ENSSSAG00000015756_Ssal_ENSSSAG00000086280_Ssal	LORe
ss4r	OG5v0012280.24	ENSSSAG00000000640	ENSSSAG00000040590	ENSSSAG00000000640_Ssal_ENSSSAG00000040590_Ssal	LORe
ss4r	OG5v0012286.24	ENSSSAG00000115146	ENSSSAG00000068322	ENSSSAG00000068322_Ssal_ENSSSAG00000115146_Ssal	LORe
ss4r	OG5v0012290.22	ENSSSAG00000052896	ENSSSAG00000046101	ENSSSAG00000046101_Ssal_ENSSSAG00000052896_Ssal	AORe
ss4r	OG5v0012293.22	ENSSSAG00000107756	ENSSSAG00000110731	ENSSSAG00000107756_Ssal_ENSSSAG00000110731_Ssal	LORe
ss4r	OG5v0012294.24	ENSSSAG00000073833	ENSSSAG00000089202	ENSSSAG00000073833_Ssal_ENSSSAG00000089202_Ssal	LORe
ss4r	OG5v0012295.24	ENSSSAG00000003156	ENSSSAG00000037858	ENSSSAG00000003156_Ssal_ENSSSAG00000037858_Ssal	NA
ss4r	OG5v0012296.24	ENSSSAG00000103681	ENSSSAG00000105968	ENSSSAG00000103681_Ssal_ENSSSAG00000105968_Ssal	AORe
ss4r	OG5v0012297.22	ENSSSAG00000073493	ENSSSAG00000043192	ENSSSAG00000043192_Ssal_ENSSSAG00000073493_Ssal	LORe
ss4r	OG5v0012298.23	ENSSSAG00000052141	ENSSSAG00000050803	ENSSSAG00000050803_Ssal_ENSSSAG00000052141_Ssal	AORe
ss4r	OG5v0012300.21	ENSSSAG00000067565	ENSSSAG00000055688	ENSSSAG00000055688_Ssal_ENSSSAG00000067565_Ssal	AORe
ss4r	OG5v0012301.27	ENSSSAG00000001353	ENSSSAG00000050382	ENSSSAG00000001353_Ssal_ENSSSAG00000050382_Ssal	AORe
ss4r	OG5v0012303.22	ENSSSAG00000078869	ENSSSAG00000063037	ENSSSAG00000063037_Ssal_ENSSSAG00000078869_Ssal	NA
ss4r	OG5v0012306.21	ENSSSAG00000044497	ENSSSAG00000084907	ENSSSAG00000044497_Ssal_ENSSSAG00000084907_Ssal	AORe
ss4r	OG5v0012308.24	ENSSSAG00000008559	ENSSSAG00000053731	ENSSSAG00000008559_Ssal_ENSSSAG00000053731_Ssal	NA
ss4r	OG5v0012310.21	ENSSSAG00000058972	ENSSSAG00000057203	ENSSSAG00000057203_Ssal_ENSSSAG00000058972_Ssal	NA
ss4r	OG5v0012311.24	ENSSSAG00000069738	ENSSSAG00000106722	ENSSSAG00000069738_Ssal_ENSSSAG00000106722_Ssal	LORe
ss4r	OG5v0012315.22	ENSSSAG00000098931	ENSSSAG00000004107	ENSSSAG00000004107_Ssal_ENSSSAG00000098931_Ssal	NA
ss4r	OG5v0012317.24	ENSSSAG00000004463	ENSSSAG00000003491	ENSSSAG00000003491_Ssal_ENSSSAG00000004463_Ssal	NA
ss4r	OG5v0012318.24	ENSSSAG00000071703	ENSSSAG00000047514	ENSSSAG00000047514_Ssal_ENSSSAG00000071703_Ssal	NA
ss4r	OG5v0012325.22	ENSSSAG00000005105	ENSSSAG00000121105	ENSSSAG00000005105_Ssal_ENSSSAG00000121105_Ssal	LORe
ss4r	OG5v0012326.23	ENSSSAG00000122201	ENSSSAG00000119301	ENSSSAG00000119301_Ssal_ENSSSAG00000122201_Ssal	AORe
ss4r	OG5v0012328.24	ENSSSAG00000041610	ENSSSAG00000077259	ENSSSAG00000041610_Ssal_ENSSSAG00000077259_Ssal	NA
ss4r	OG5v0012329.21	ENSSSAG00000039375	ENSSSAG00000077551	ENSSSAG00000039375_Ssal_ENSSSAG00000077551_Ssal	AORe
ss4r	OG5v0012330.23	ENSSSAG00000099510	ENSSSAG00000087611	ENSSSAG00000087611_Ssal_ENSSSAG00000099510_Ssal	NA
ss4r	OG5v0012331.21	ENSSSAG00000093404	ENSSSAG00000100266	ENSSSAG00000093404_Ssal_ENSSSAG00000100266_Ssal	AORe
ss4r	OG5v0012332.22	ENSSSAG00000005576	ENSSSAG00000015611	ENSSSAG00000005576_Ssal_ENSSSAG00000015611_Ssal	NA
ss4r	OG5v0012333.22	ENSSSAG00000084648	ENSSSAG00000009120	ENSSSAG00000009120_Ssal_ENSSSAG00000084648_Ssal	LORe
ss4r	OG5v0012334.22	ENSSSAG00000090202	ENSSSAG00000081890	ENSSSAG00000081890_Ssal_ENSSSAG00000090202_Ssal	NA
ss4r	OG5v0012335.24	ENSSSAG00000045642	ENSSSAG00000046876	ENSSSAG00000045642_Ssal_ENSSSAG00000046876_Ssal	AORe
ss4r	OG5v0012336.24	ENSSSAG00000083296	ENSSSAG00000059118	ENSSSAG00000059118_Ssal_ENSSSAG00000083296_Ssal	NA
ss4r	OG5v0012339.20	ENSSSAG00000077291	ENSSSAG00000016369	ENSSSAG00000016369_Ssal_ENSSSAG00000077291_Ssal	AORe
ss4r	OG5v0012341.24	ENSSSAG00000042330	ENSSSAG00000098647	ENSSSAG00000042330_Ssal_ENSSSAG00000098647_Ssal	NA
ss4r	OG5v0012342.21	ENSSSAG00000042397	ENSSSAG00000109159	ENSSSAG00000042397_Ssal_ENSSSAG00000109159_Ssal	NA
ss4r	OG5v0012345.22	ENSSSAG00000096453	ENSSSAG00000006122	ENSSSAG00000006122_Ssal_ENSSSAG00000096453_Ssal	AORe
ss4r	OG5v0012346.24	ENSSSAG00000088117	ENSSSAG00000118003	ENSSSAG00000088117_Ssal_ENSSSAG00000118003_Ssal	LORe
ss4r	OG5v0012347.24	ENSSSAG00000076430	ENSSSAG00000093084	ENSSSAG00000076430_Ssal_ENSSSAG00000093084_Ssal	NA
ss4r	OG5v0012348.22	ENSSSAG00000076456	ENSSSAG00000084951	ENSSSAG00000076456_Ssal_ENSSSAG00000084951_Ssal	NA
ss4r	OG5v0012353.21	ENSSSAG00000040860	ENSSSAG00000047678	ENSSSAG00000040860_Ssal_ENSSSAG00000047678_Ssal	NA
ss4r	OG5v0012355.22	ENSSSAG00000072167	ENSSSAG00000042039	ENSSSAG00000042039_Ssal_ENSSSAG00000072167_Ssal	NA
ss4r	OG5v0012356.23	ENSSSAG00000052168	ENSSSAG00000026315	ENSSSAG00000026315_Ssal_ENSSSAG00000052168_Ssal	NA
ss4r	OG5v0012358.22	ENSSSAG00000066534	ENSSSAG00000044656	ENSSSAG00000044656_Ssal_ENSSSAG00000066534_Ssal	AORe
ss4r	OG5v0012361.27	ENSSSAG00000075342	ENSSSAG00000015344	ENSSSAG00000015344_Ssal_ENSSSAG00000075342_Ssal	NA
ss4r	OG5v0012363.23	ENSSSAG00000071995	ENSSSAG00000088465	ENSSSAG00000071995_Ssal_ENSSSAG00000088465_Ssal	LORe
ss4r	OG5v0012364.22	ENSSSAG00000077695	ENSSSAG00000078317	ENSSSAG00000077695_Ssal_ENSSSAG00000078317_Ssal	NA
ss4r	OG5v0012365.24	ENSSSAG00000043259	ENSSSAG00000068827	ENSSSAG00000043259_Ssal_ENSSSAG00000068827_Ssal	NA
ss4r	OG5v0012369.21	ENSSSAG00000015828	ENSSSAG00000082040	ENSSSAG00000015828_Ssal_ENSSSAG00000082040_Ssal	NA
ss4r	OG5v0012371.24	ENSSSAG00000063858	ENSSSAG00000005177	ENSSSAG00000005177_Ssal_ENSSSAG00000063858_Ssal	NA
ss4r	OG5v0012373.25	ENSSSAG00000068538	ENSSSAG00000118088	ENSSSAG00000068538_Ssal_ENSSSAG00000118088_Ssal	NA
ss4r	OG5v0012375.22	ENSSSAG00000000256	ENSSSAG00000072712	ENSSSAG00000000256_Ssal_ENSSSAG00000072712_Ssal	NA
ss4r	OG5v0012376.22	ENSSSAG00000056524	ENSSSAG00000096211	ENSSSAG00000056524_Ssal_ENSSSAG00000096211_Ssal	AORe
ss4r	OG5v0012378.21	ENSSSAG00000007509	ENSSSAG00000072097	ENSSSAG00000007509_Ssal_ENSSSAG00000072097_Ssal	LORe
ss4r	OG5v0012379.23	ENSSSAG00000088929	ENSSSAG00000085168	ENSSSAG00000085168_Ssal_ENSSSAG00000088929_Ssal	LORe
ss4r	OG5v0012380.24	ENSSSAG00000005534	ENSSSAG00000066260	ENSSSAG00000005534_Ssal_ENSSSAG00000066260_Ssal	NA
ss4r	OG5v0012382.24	ENSSSAG00000073042	ENSSSAG00000079411	ENSSSAG00000073042_Ssal_ENSSSAG00000079411_Ssal	NA
ss4r	OG5v0012384.21	ENSSSAG00000049964	ENSSSAG00000081489	ENSSSAG00000049964_Ssal_ENSSSAG00000081489_Ssal	AORe
ss4r	OG5v0012389.24	ENSSSAG00000096044	ENSSSAG00000104675	ENSSSAG00000096044_Ssal_ENSSSAG00000104675_Ssal	NA
ss4r	OG5v0012392.23	ENSSSAG00000049363	ENSSSAG00000049332	ENSSSAG00000049332_Ssal_ENSSSAG00000049363_Ssal	AORe
ss4r	OG5v0012393.21	ENSSSAG00000094473	ENSSSAG00000008686	ENSSSAG00000008686_Ssal_ENSSSAG00000094473_Ssal	LORe
ss4r	OG5v0012395.24	ENSSSAG00000055038	ENSSSAG00000015493	ENSSSAG00000015493_Ssal_ENSSSAG00000055038_Ssal	NA
ss4r	OG5v0012396.22	ENSSSAG00000024248	ENSSSAG00000086773	ENSSSAG00000024248_Ssal_ENSSSAG00000086773_Ssal	LORe
ss4r	OG5v0012397.24	ENSSSAG00000004803	ENSSSAG00000004648	ENSSSAG00000004648_Ssal_ENSSSAG00000004803_Ssal	NA
ss4r	OG5v0012399.22	ENSSSAG00000065706	ENSSSAG00000074981	ENSSSAG00000065706_Ssal_ENSSSAG00000074981_Ssal	AORe
ss4r	OG5v0012404.22	ENSSSAG00000094688	ENSSSAG00000040011	ENSSSAG00000040011_Ssal_ENSSSAG00000094688_Ssal	NA
ss4r	OG5v0012407.22	ENSSSAG00000043026	ENSSSAG00000122253	ENSSSAG00000043026_Ssal_ENSSSAG00000122253_Ssal	NA
ss4r	OG5v0012409.24	ENSSSAG00000115584	ENSSSAG00000041313	ENSSSAG00000041313_Ssal_ENSSSAG00000115584_Ssal	NA
ss4r	OG5v0012410.23	ENSSSAG00000056455	ENSSSAG00000068285	ENSSSAG00000056455_Ssal_ENSSSAG00000068285_Ssal	NA
ss4r	OG5v0012412.22	ENSSSAG00000065170	ENSSSAG00000103468	ENSSSAG00000065170_Ssal_ENSSSAG00000103468_Ssal	NA
ss4r	OG5v0012415.25	ENSSSAG00000041019	ENSSSAG00000002763	ENSSSAG00000002763_Ssal_ENSSSAG00000041019_Ssal	NA
ss4r	OG5v0012417.25	ENSSSAG00000007855	ENSSSAG00000043366	ENSSSAG00000007855_Ssal_ENSSSAG00000043366_Ssal	NA
ss4r	OG5v0012419.22	ENSSSAG00000079594	ENSSSAG00000080721	ENSSSAG00000079594_Ssal_ENSSSAG00000080721_Ssal	AORe
ss4r	OG5v0012420.23	ENSSSAG00000004469	ENSSSAG00000064930	ENSSSAG00000004469_Ssal_ENSSSAG00000064930_Ssal	NA
ss4r	OG5v0012421.26	ENSSSAG00000039604	ENSSSAG00000078233	ENSSSAG00000039604_Ssal_ENSSSAG00000078233_Ssal	AORe
ss4r	OG5v0012424.21	ENSSSAG00000080121	ENSSSAG00000079568	ENSSSAG00000079568_Ssal_ENSSSAG00000080121_Ssal	AORe
ss4r	OG5v0012425.20	ENSSSAG00000107501	ENSSSAG00000065349	ENSSSAG00000065349_Ssal_ENSSSAG00000107501_Ssal	LORe
ss4r	OG5v0012426.21	ENSSSAG00000015641	ENSSSAG00000103606	ENSSSAG00000015641_Ssal_ENSSSAG00000103606_Ssal	LORe
ss4r	OG5v0012428.24	ENSSSAG00000005924	ENSSSAG00000066438	ENSSSAG00000005924_Ssal_ENSSSAG00000066438_Ssal	NA
ss4r	OG5v0012430.22	ENSSSAG00000043053	ENSSSAG00000064376	ENSSSAG00000043053_Ssal_ENSSSAG00000064376_Ssal	NA
ss4r	OG5v0012435.24	ENSSSAG00000003019	ENSSSAG00000102878	ENSSSAG00000003019_Ssal_ENSSSAG00000102878_Ssal	LORe
ss4r	OG5v0012436.24	ENSSSAG00000067837	ENSSSAG00000054551	ENSSSAG00000054551_Ssal_ENSSSAG00000067837_Ssal	NA
ss4r	OG5v0012437.22	ENSSSAG00000068384	ENSSSAG00000068721	ENSSSAG00000068384_Ssal_ENSSSAG00000068721_Ssal	AORe
ss4r	OG5v0012439.24	ENSSSAG00000102656	ENSSSAG00000001969	ENSSSAG00000001969_Ssal_ENSSSAG00000102656_Ssal	AORe
ss4r	OG5v0012440.22	ENSSSAG00000091826	ENSSSAG00000099257	ENSSSAG00000091826_Ssal_ENSSSAG00000099257_Ssal	NA
ss4r	OG5v0012441.21	ENSSSAG00000008003	ENSSSAG00000055178	ENSSSAG00000008003_Ssal_ENSSSAG00000055178_Ssal	AORe
ss4r	OG5v0012443.26	ENSSSAG00000071446	ENSSSAG00000084906	ENSSSAG00000071446_Ssal_ENSSSAG00000084906_Ssal	NA
ss4r	OG5v0012444.27	ENSSSAG00000103625	ENSSSAG00000053418	ENSSSAG00000053418_Ssal_ENSSSAG00000103625_Ssal	NA
ss4r	OG5v0012446.24	ENSSSAG00000059401	ENSSSAG00000008601	ENSSSAG00000008601_Ssal_ENSSSAG00000059401_Ssal	NA
ss4r	OG5v0012447.24	ENSSSAG00000073189	ENSSSAG00000045649	ENSSSAG00000045649_Ssal_ENSSSAG00000073189_Ssal	AORe
ss4r	OG5v0012449.24	ENSSSAG00000114830	ENSSSAG00000046298	ENSSSAG00000046298_Ssal_ENSSSAG00000114830_Ssal	LORe
ss4r	OG5v0012452.24	ENSSSAG00000041811	ENSSSAG00000041671	ENSSSAG00000041671_Ssal_ENSSSAG00000041811_Ssal	NA
ss4r	OG5v0012455.22	ENSSSAG00000069617	ENSSSAG00000051537	ENSSSAG00000051537_Ssal_ENSSSAG00000069617_Ssal	NA
ss4r	OG5v0012457.22	ENSSSAG00000004767	ENSSSAG00000044339	ENSSSAG00000004767_Ssal_ENSSSAG00000044339_Ssal	NA
ss4r	OG5v0012458.24	ENSSSAG00000092205	ENSSSAG00000113727	ENSSSAG00000092205_Ssal_ENSSSAG00000113727_Ssal	NA
ss4r	OG5v0012461.21	ENSSSAG00000110499	ENSSSAG00000119022	ENSSSAG00000110499_Ssal_ENSSSAG00000119022_Ssal	AORe
ss4r	OG5v0012464.25	ENSSSAG00000068215	ENSSSAG00000053548	ENSSSAG00000053548_Ssal_ENSSSAG00000068215_Ssal	NA
ss4r	OG5v0012465.23	ENSSSAG00000119198	ENSSSAG00000081635	ENSSSAG00000081635_Ssal_ENSSSAG00000119198_Ssal	AORe
ss4r	OG5v0012467.24	ENSSSAG00000004371	ENSSSAG00000090720	ENSSSAG00000004371_Ssal_ENSSSAG00000090720_Ssal	NA
ss4r	OG5v0012470.24	ENSSSAG00000071238	ENSSSAG00000050905	ENSSSAG00000050905_Ssal_ENSSSAG00000071238_Ssal	NA
ss4r	OG5v0012471.24	ENSSSAG00000053050	ENSSSAG00000065011	ENSSSAG00000053050_Ssal_ENSSSAG00000065011_Ssal	NA
ss4r	OG5v0012478.22	ENSSSAG00000081376	ENSSSAG00000094410	ENSSSAG00000081376_Ssal_ENSSSAG00000094410_Ssal	AORe
ss4r	OG5v0012479.22	ENSSSAG00000096227	ENSSSAG00000005343	ENSSSAG00000005343_Ssal_ENSSSAG00000096227_Ssal	AORe
ss4r	OG5v0012484.25	ENSSSAG00000033476	ENSSSAG00000065487	ENSSSAG00000033476_Ssal_ENSSSAG00000065487_Ssal	NA
ss4r	OG5v0012487.22	ENSSSAG00000102313	ENSSSAG00000111922	ENSSSAG00000102313_Ssal_ENSSSAG00000111922_Ssal	NA
ss4r	OG5v0012493.22	ENSSSAG00000010510	ENSSSAG00000002733	ENSSSAG00000002733_Ssal_ENSSSAG00000010510_Ssal	LORe
ss4r	OG5v0012495.24	ENSSSAG00000043068	ENSSSAG00000054986	ENSSSAG00000043068_Ssal_ENSSSAG00000054986_Ssal	AORe
ss4r	OG5v0012496.20	ENSSSAG00000094989	ENSSSAG00000093638	ENSSSAG00000093638_Ssal_ENSSSAG00000094989_Ssal	AORe
ss4r	OG5v0012497.22	ENSSSAG00000117301	ENSSSAG00000039024	ENSSSAG00000039024_Ssal_ENSSSAG00000117301_Ssal	NA
ss4r	OG5v0012498.25	ENSSSAG00000089909	ENSSSAG00000009562	ENSSSAG00000009562_Ssal_ENSSSAG00000089909_Ssal	NA
ss4r	OG5v0012499.22	ENSSSAG00000100331	ENSSSAG00000105435	ENSSSAG00000100331_Ssal_ENSSSAG00000105435_Ssal	AORe
ss4r	OG5v0012500.20	ENSSSAG00000007818	ENSSSAG00000003161	ENSSSAG00000003161_Ssal_ENSSSAG00000007818_Ssal	NA
ss4r	OG5v0012504.22	ENSSSAG00000119917	ENSSSAG00000113398	ENSSSAG00000113398_Ssal_ENSSSAG00000119917_Ssal	AORe
ss4r	OG5v0012507.24	ENSSSAG00000090165	ENSSSAG00000100721	ENSSSAG00000090165_Ssal_ENSSSAG00000100721_Ssal	NA
ss4r	OG5v0012508.24	ENSSSAG00000007896	ENSSSAG00000041565	ENSSSAG00000007896_Ssal_ENSSSAG00000041565_Ssal	LORe
ss4r	OG5v0012510.24	ENSSSAG00000103910	ENSSSAG00000064632	ENSSSAG00000064632_Ssal_ENSSSAG00000103910_Ssal	NA
ss4r	OG5v0012511.24	ENSSSAG00000080840	ENSSSAG00000084938	ENSSSAG00000080840_Ssal_ENSSSAG00000084938_Ssal	NA
ss4r	OG5v0012513.22	ENSSSAG00000039990	ENSSSAG00000105609	ENSSSAG00000039990_Ssal_ENSSSAG00000105609_Ssal	NA
ss4r	OG5v0012514.21	ENSSSAG00000079425	ENSSSAG00000042317	ENSSSAG00000042317_Ssal_ENSSSAG00000079425_Ssal	AORe
ss4r	OG5v0012516.21	ENSSSAG00000066386	ENSSSAG00000084068	ENSSSAG00000066386_Ssal_ENSSSAG00000084068_Ssal	AORe
ss4r	OG5v0012521.24	ENSSSAG00000040262	ENSSSAG00000068978	ENSSSAG00000040262_Ssal_ENSSSAG00000068978_Ssal	NA
ss4r	OG5v0012525.24	ENSSSAG00000004262	ENSSSAG00000009461	ENSSSAG00000004262_Ssal_ENSSSAG00000009461_Ssal	AORe
ss4r	OG5v0012526.24	ENSSSAG00000074278	ENSSSAG00000067609	ENSSSAG00000067609_Ssal_ENSSSAG00000074278_Ssal	NA
ss4r	OG5v0012528.22	ENSSSAG00000117061	ENSSSAG00000076885	ENSSSAG00000076885_Ssal_ENSSSAG00000117061_Ssal	AORe
ss4r	OG5v0012529.23	ENSSSAG00000049673	ENSSSAG00000086261	ENSSSAG00000049673_Ssal_ENSSSAG00000086261_Ssal	NA
ss4r	OG5v0012530.22	ENSSSAG00000112552	ENSSSAG00000094194	ENSSSAG00000094194_Ssal_ENSSSAG00000112552_Ssal	LORe
ss4r	OG5v0012532.24	ENSSSAG00000076639	ENSSSAG00000076559	ENSSSAG00000076559_Ssal_ENSSSAG00000076639_Ssal	NA
